;exp;edu;hab;v_tit;v_desc;score;training_score;target;target_zero_one;;;;;
0;Programadora Java Pleno,Desenvolvedora Web JÌ¼nior,EstagiÌÁria em Desenvolvimento Web,Ajudante Geral,Auxiliar de produÌ¤Ì£o,Entrevistadora;PÌ?s-GraduaÌ¤Ì£o,Engenharia Web,Bacharel em Sistemas de InformaÌ¤Ì£o,Tecnologia da InformaÌ¤Ì£o;AngularJS,JavaScript,HTML,CSS,JSF,Java,MySQL,JPA,Spring Framework,Bootstrap,PostgreSQL,UML,Java Enterprise Edition,Jasper Reports,Web Services,MVC,Servlets,REST,XHTML,Desenvolvimento de sites,Git;Programador SÌ»nior; Atuar com programaÌ¤Ì£o ANGULAR, JAVASCRIPT, SCRUM, JAVA., ExperiÌ»ncia na ÌÁrea., Bacharel em Sistema da InformaÌ¤Ì£o., Conhecimento em InglÌ»s.;7;0.3;0,30;0;;;;;
1;Programadora Java Pleno,Desenvolvedora Web JÌ¼nior,EstagiÌÁria em Desenvolvimento Web,Ajudante Geral,Auxiliar de produÌ¤Ì£o,Entrevistadora;PÌ?s-GraduaÌ¤Ì£o,Engenharia Web,Bacharel em Sistemas de InformaÌ¤Ì£o,Tecnologia da InformaÌ¤Ì£o;AngularJS,JavaScript,HTML,CSS,JSF,Java,MySQL,JPA,Spring Framework,Bootstrap,PostgreSQL,UML,Java Enterprise Edition,Jasper Reports,Web Services,MVC,Servlets,REST,XHTML,Desenvolvimento de sites,Git;Analista Programador Java; Atuar no desenvolvimento de Sistema utilizando linguagem de programaÌ¤Ì£o Java JSF. Atuar com sistema fiscal, produÌ¤Ì£o, financeiro, contÌÁbil (ERP completo)., ExperiÌ»ncia em desenvolvimento Java JSF, Banco de Dados PostgreSQL, Linux.;6;0.4;0,40;0;;;;;
2;Programadora Java Pleno,Desenvolvedora Web JÌ¼nior,EstagiÌÁria em Desenvolvimento Web,Ajudante Geral,Auxiliar de produÌ¤Ì£o,Entrevistadora;PÌ?s-GraduaÌ¤Ì£o,Engenharia Web,Bacharel em Sistemas de InformaÌ¤Ì£o,Tecnologia da InformaÌ¤Ì£o;AngularJS,JavaScript,HTML,CSS,JSF,Java,MySQL,JPA,Spring Framework,Bootstrap,PostgreSQL,UML,Java Enterprise Edition,Jasper Reports,Web Services,MVC,Servlets,REST,XHTML,Desenvolvimento de sites,Git;Programador Java JÌ¼nior; Atuar com desenvolvimento, teste e programaÌ¤Ì£o. Ter bons conhecimentos em Java(J2EE), PHP, JSF, Ruby, Rails, HTML 5, CSS, JavaScript, Angular JS, jQuery, Bootstrap, Primefaces, Hibernate, Spring MVC, Spring Batch,Maven, Struts, Jasper Reports e Studio, SVN, Git, Nginx, Jboss, Server, SQL, Android SDK, Linux e Shell Script. Ensino Superior completo ou cursando.;6;0.4;0,40;0;;;;;
3;Programadora Java Pleno,Desenvolvedora Web JÌ¼nior,EstagiÌÁria em Desenvolvimento Web,Ajudante Geral,Auxiliar de produÌ¤Ì£o,Entrevistadora;PÌ?s-GraduaÌ¤Ì£o,Engenharia Web,Bacharel em Sistemas de InformaÌ¤Ì£o,Tecnologia da InformaÌ¤Ì£o;AngularJS,JavaScript,HTML,CSS,JSF,Java,MySQL,JPA,Spring Framework,Bootstrap,PostgreSQL,UML,Java Enterprise Edition,Jasper Reports,Web Services,MVC,Servlets,REST,XHTML,Desenvolvimento de sites,Git;Analista Programador Java; Atuar com desenvolvimento de aplicaÌ¤Ìµes JAVA baseadas nas tecnologias Java Servlet, e Java Server Pages (JSP) para servidores de aplicaÌ¤Ìµes e servidores de aplicaÌ¤Ì£o web, tais como Jboss, WebLogic, WebSphere, Apache Tomcat, entre outros. Conhecimentos profundos de IDE\'s (Eclipse e Netbeans), Javascript, HTML, XML e Spring Batch. Codificar programas e testesunitÌÁrios (JUnit), Conhecimentos prÌÁticos de sistema operacional, banco de dados relacional. Implantar as aplicaÌ¤Ìµes desenvolvidas., ExperiÌ»ncia em desenvolvimento usando ferramentas Java Standard Edition (Java SE), Java Enterprise Edition (JEE).;6;0.4;0,40;0;;;;;
4;Programadora Java Pleno,Desenvolvedora Web JÌ¼nior,EstagiÌÁria em Desenvolvimento Web,Ajudante Geral,Auxiliar de produÌ¤Ì£o,Entrevistadora;PÌ?s-GraduaÌ¤Ì£o,Engenharia Web,Bacharel em Sistemas de InformaÌ¤Ì£o,Tecnologia da InformaÌ¤Ì£o;AngularJS,JavaScript,HTML,CSS,JSF,Java,MySQL,JPA,Spring Framework,Bootstrap,PostgreSQL,UML,Java Enterprise Edition,Jasper Reports,Web Services,MVC,Servlets,REST,XHTML,Desenvolvimento de sites,Git;Desenvolvedor Java; Realiza as fases de elaboraÌ¤Ì£o de requisitos e da programaÌ¤Ì£o de sistemas Java, desenvolve, testa e implementa., Experiencia comprovada em desenvolvimento de sistemas em mÌ©todos ÌÁgeis, java Development Kit Enterprise Edition (Java EE, JSP), Spring Web MVC, Spring Boot / Arquitetura de micro serviÌ¤os, Angular. ExperiÌ»ncia boa com HTML, CSS e JavaScript, Query, stack Netflix., Superior Completo.;7;0.3;0,30;0;;;;;
5;Programadora Java Pleno,Desenvolvedora Web JÌ¼nior,EstagiÌÁria em Desenvolvimento Web,Ajudante Geral,Auxiliar de produÌ¤Ì£o,Entrevistadora;PÌ?s-GraduaÌ¤Ì£o,Engenharia Web,Bacharel em Sistemas de InformaÌ¤Ì£o,Tecnologia da InformaÌ¤Ì£o;AngularJS,JavaScript,HTML,CSS,JSF,Java,MySQL,JPA,Spring Framework,Bootstrap,PostgreSQL,UML,Java Enterprise Edition,Jasper Reports,Web Services,MVC,Servlets,REST,XHTML,Desenvolvimento de sites,Git;Programador Java Pleno; Atuar com Java para Web (HTML, CSS, javascript, jQuery), JSP com Servlets., ExperiÌ»ncia em Java para Web (HTML, CSS, javascript, jQuery), JSP com Servlets. ExperiÌ»ncia com arquitetura de soluÌ¤Ìµes (AplicaÌ¤Ìµes em camadas, MVC, procedural, etc). AnÌÁlise de requisitos. , Conhecimentos TÌ©cnicos em Java J2EE.;8;0.2;0,20;0;;;;;
6;Programadora Java Pleno,Desenvolvedora Web JÌ¼nior,EstagiÌÁria em Desenvolvimento Web,Ajudante Geral,Auxiliar de produÌ¤Ì£o,Entrevistadora;PÌ?s-GraduaÌ¤Ì£o,Engenharia Web,Bacharel em Sistemas de InformaÌ¤Ì£o,Tecnologia da InformaÌ¤Ì£o;AngularJS,JavaScript,HTML,CSS,JSF,Java,MySQL,JPA,Spring Framework,Bootstrap,PostgreSQL,UML,Java Enterprise Edition,Jasper Reports,Web Services,MVC,Servlets,REST,XHTML,Desenvolvimento de sites,Git;Programador Java; Programador Java Web e Desktop. Ter conhecimentos avanÌ¤ados nas linguagens Java, Javascript, HTML, SQL e nos bancos de dados Oracle, SQL Server, MySQL e PostgreSQL., DesejÌÁvel portfÌ?lio com sites jÌÁ desenvolvidos, experiÌ»ncia na ferramenta Eclipse, JQuery, Bootstrap e Jasper.;8;0.2;0,20;0;;;;;
7;Programadora Java Pleno,Desenvolvedora Web JÌ¼nior,EstagiÌÁria em Desenvolvimento Web,Ajudante Geral,Auxiliar de produÌ¤Ì£o,Entrevistadora;PÌ?s-GraduaÌ¤Ì£o,Engenharia Web,Bacharel em Sistemas de InformaÌ¤Ì£o,Tecnologia da InformaÌ¤Ì£o;AngularJS,JavaScript,HTML,CSS,JSF,Java,MySQL,JPA,Spring Framework,Bootstrap,PostgreSQL,UML,Java Enterprise Edition,Jasper Reports,Web Services,MVC,Servlets,REST,XHTML,Desenvolvimento de sites,Git;Desenvolvedor Java Pleno; Atuar nos sistemas Hibernate, JPA, JSF, EJB, Spring, Java Script: Bootstrap, AngularJS, JQuery, servidores de aplicaÌ¤Ì£o: JBoss, Tomcat e banco de dados: Oracle e SQL Server., Ensino Superior completo em Sistemas de InformaÌ¤Ì£o ou Sistemas da ComputaÌ¤Ì£o., DesejÌÁvel conhecimento em HTML5.;8;0.2;0,20;0;;;;;
8;Programadora Java Pleno,Desenvolvedora Web JÌ¼nior,EstagiÌÁria em Desenvolvimento Web,Ajudante Geral,Auxiliar de produÌ¤Ì£o,Entrevistadora;PÌ?s-GraduaÌ¤Ì£o,Engenharia Web,Bacharel em Sistemas de InformaÌ¤Ì£o,Tecnologia da InformaÌ¤Ì£o;AngularJS,JavaScript,HTML,CSS,JSF,Java,MySQL,JPA,Spring Framework,Bootstrap,PostgreSQL,UML,Java Enterprise Edition,Jasper Reports,Web Services,MVC,Servlets,REST,XHTML,Desenvolvimento de sites,Git;Desenvolvedor Web; Dominar o paradigma de programaÌ¤Ì£o orientada a objeto., Ensino Superior., InglÌ»s tÌ©cnico. Conhecimento na linguagem de programaÌ¤Ì£o Java J2EE (JSF, EJB, Maven, JBOSS Seam, Javascript). Conhecimentos em XHTML, Oracle PL/SQL, modelagem UML, engenharia de software e processos de desenvolvimento de software, Bugzilla e SVN.Forte conhecimento em desenvolvimento front-end (JSF e XHTML) serÌÁ um diferencial. Superior completo em Sistemas de InformaÌ¤Ì£o, CiÌ»ncia da ComputaÌ¤Ì£o ou afi;7;0.3;0,30;0;;;;;
9;Programadora Java Pleno,Desenvolvedora Web JÌ¼nior,EstagiÌÁria em Desenvolvimento Web,Ajudante Geral,Auxiliar de produÌ¤Ì£o,Entrevistadora;PÌ?s-GraduaÌ¤Ì£o,Engenharia Web,Bacharel em Sistemas de InformaÌ¤Ì£o,Tecnologia da InformaÌ¤Ì£o;AngularJS,JavaScript,HTML,CSS,JSF,Java,MySQL,JPA,Spring Framework,Bootstrap,PostgreSQL,UML,Java Enterprise Edition,Jasper Reports,Web Services,MVC,Servlets,REST,XHTML,Desenvolvimento de sites,Git;Analista de Sistemas Java; Desenvolvimento de sistemas em Java para web, participaÌ¤Ì£o em projetos, testes etc., ExperiÌ»ncia desenvolvendo sistemas em Java para Web (Java EE, EJB, JSF ou similar). ExperiÌ»ncia em Banco de Dados Oracle (PL / SQL). DesejÌÁvel experiÌ»ncia com desenvolvimento JBoss Seam. DesejÌÁvel conhecimentos em Spring Framework, JSF, Facelets, Richfaces, JPA, Hibernate, Ant, Maven, JUnit, Selenium e Jasper Reports.;7;0.3;0,30;0;;;;;
0;Analista de Sistemas JÌ¼nior,Professor,Desenvolvedor de Software;Master's degree,Computer Science,Bachelor's degree,Computer Science;Java,HTML,SQL,PostgreSQL,Software Development,UML,CSS,Linux,JavaScript,jQuery,Scrum;Desenvolvedor Java SÌ»nior; Atuar com engenharia de software, geraÌ¤Ì£o de documentaÌ¤Ì£o tÌ©cnica Linux, Windows e pacote Office , ferramenta de controle de versionamento de cÌ?digo. Realizar testes e programaÌ¤Ìµes., ExperiÌ»ncia em desenvolvimento de software, experiÌ»ncia com Git em desenvolvimento de frameworks , desenvolvimento baseado em componentes, com metodologias ÌÁgeis e ferramentas de integraÌ¤Ì£o contÌ?nua serÌÁ um diferencial., Ensino Superior em CiÌ»ncia da ComputaÌ¤Ì£o, AnÌÁlise de Sistemas ou ÌÁreas afins., Conhecimentos comprovados em: Arquitetura de Sistemas, Java, Spring MVC, Web Development, Hibernate, Oracle, AngularJS, Jquery, HTML5 e UML.;7;0.3;0,30;0;;;;;
1;Analista de Sistemas JÌ¼nior,Professor,Desenvolvedor de Software;Master's degree,Computer Science,Bachelor's degree,Computer Science;Java,HTML,SQL,PostgreSQL,Software Development,UML,CSS,Linux,JavaScript,jQuery,Scrum;Desenvolvedor .NET; IrÌÁ atuar em Desenvolvimento em C# e .NET, dentre outras atividades relacionadas a funÌ¤Ì£o., ExperiÌ»ncia na funÌ¤Ì£o., GraduaÌ¤Ì£o ou estar cursando Engenharia da ComputaÌ¤Ì£o, AnÌÁlise de Sistemas ou ÌÁreas correlatas., Conhecimento Web (HTML, CSS, Javascript, JQuery);7;0.3;0,30;0;;;;;
2;Analista de Sistemas JÌ¼nior,Professor,Desenvolvedor de Software;Master's degree,Computer Science,Bachelor's degree,Computer Science;Java,HTML,SQL,PostgreSQL,Software Development,UML,CSS,Linux,JavaScript,jQuery,Scrum;Analista de Sistemas; Atuar com SQL Server, em SO\\\'s Windows, ITL, SGBD\\\'s e VersÌµes, Backup, restore e recuperaÌ¤Ì£o em monitoraÌ¤Ì£o de Banco de Dados., Ensino Superior em CiÌ»ncias da ComputaÌ¤Ì£o, Sistema de InformaÌ¤Ì£o ou ÌÁreas afins. CertificaÌ¤Ì£o em SQL Server.;7;0.3;0,30;0;;;;;
3;Analista de Sistemas JÌ¼nior,Professor,Desenvolvedor de Software;Master's degree,Computer Science,Bachelor's degree,Computer Science;Java,HTML,SQL,PostgreSQL,Software Development,UML,CSS,Linux,JavaScript,jQuery,Scrum;Analista Desenvolvedor Front-end; Desenvolver Sistemas Web (Front End). Manter os Sistemas Desenvolvidos., ExperiÌ»ncia em desenvolvimento utilizando Javascript, CSS, JSON, GIT, Nodejs, API\\\'s Rest e MVC. DesejÌÁvel vivÌ»ncia em Java e SQL, Ensino Superior completo.;7;0.3;0,30;0;;;;;
4;Analista de Sistemas JÌ¼nior,Professor,Desenvolvedor de Software;Master's degree,Computer Science,Bachelor's degree,Computer Science;Java,HTML,SQL,PostgreSQL,Software Development,UML,CSS,Linux,JavaScript,jQuery,Scrum;Desenvolvedor de Sistemas JÌ¼nior; AtuaÌ¤Ì£o com as atividades de programaÌ¤Ì£o PHP e JavaScript, com banco de dados PostgreSQL, entre outras atividades da ÌÁrea., ExperiÌ»ncia com linguagem PHP, HTML 5 e CSS, com banco de dados PostgreSQL. Ensino Superior.;8;0.2;0,20;0;;;;;
5;Analista de Sistemas JÌ¼nior,Professor,Desenvolvedor de Software;Master's degree,Computer Science,Bachelor's degree,Computer Science;Java,HTML,SQL,PostgreSQL,Software Development,UML,CSS,Linux,JavaScript,jQuery,Scrum;Programador Web; Desenvolvimento de sites institucionais, hotsites e landing pages, focado em programaÌ¤Ì£o front-end (HTML, CSS, jQuery), alÌ©m de PHP e sistemas CMS (Content Management)., Conhecimento avanÌ¤ado em HTML / CSS / jQuery / Bootstrap (responsividade). Conhecimentos intermediÌÁrio em PHP. ExperiÌ»ncia com CMS\'s do mercado, CMS\'s / frameworks desejÌÁveis, Laravel, Drupal e October.;8;0.2;0,20;0;;;;;
6;Analista de Sistemas JÌ¼nior,Professor,Desenvolvedor de Software;Master's degree,Computer Science,Bachelor's degree,Computer Science;Java,HTML,SQL,PostgreSQL,Software Development,UML,CSS,Linux,JavaScript,jQuery,Scrum;Analista de TI JÌ¼nior; AtuarÌÁ na ÌÁrea de Engenharia da TV, para construÌ¤Ì£o e manutenÌ¤Ì£o de aplicaÌ¤Ìµes web e aplicativos orientados ÌÊs ÌÁreas de negÌ?cio e ao telespectador., Conhecimento em Linguagens e tecnologias: PHP, JavaScript, HTML e CSS, Frameworks/Microframeworks: Laravel e Lumen, utilizaÌ¤Ì£o de APIs REST, MySQL, versionamento GIT. Linguagem de programaÌ¤Ì£o Python, Desenvolvimento mobile - iOS/Android, UtilizaÌ¤Ì£o de serviÌ¤os cloud como AWS/Google/Azure/IBM, Conhece ou utiliza ferramentas de BigData, Conhece ou utiliza ferramentas de Data Science, Gerenciamento bÌÁsico do Linux como ambiente bÌÁsico de servidores e UtilizaÌ¤Ì£o de shell scripts.;6;0.4;0,40;0;;;;;
7;Analista de Sistemas JÌ¼nior,Professor,Desenvolvedor de Software;Master's degree,Computer Science,Bachelor's degree,Computer Science;Java,HTML,SQL,PostgreSQL,Software Development,UML,CSS,Linux,JavaScript,jQuery,Scrum;Analista de Sistemas; Atuar com SGBD\'s e VersÌµes;0;1;1,00;1;;;;;
8;Analista de Sistemas JÌ¼nior,Professor,Desenvolvedor de Software;Master's degree,Computer Science,Bachelor's degree,Computer Science;Java,HTML,SQL,PostgreSQL,Software Development,UML,CSS,Linux,JavaScript,jQuery,Scrum;Programador PHP; Programa PHP. Realiza correÌ¤Ìµes e testes de programas jÌÁ desenvolvidos., Conhecimentos em WordPress, Woocommerce e integraÌ¤Ì£o com API\'s. HTML, CSS e JavaScript.;7;0.3;0,30;0;;;;;
9;Analista de Sistemas JÌ¼nior,Professor,Desenvolvedor de Software;Master's degree,Computer Science,Bachelor's degree,Computer Science;Java,HTML,SQL,PostgreSQL,Software Development,UML,CSS,Linux,JavaScript,jQuery,Scrum;Desenvolvedor Scrum Master; Programar, codificar e testar linguagens de programaÌ¤Ì£o, com base nos sistemas desenvolvidos entre demais atividades na funÌ¤Ì£o.;7;0.3;0,30;0;;;;;
0;Data Scientist,Data Scientist,Analyst Developer,Undergraduate Researcher,Volunteer Firefighter;Master's of Applied Computing,Artificial Intelligence,Bachelor of Computer Information Systems,Artificial Intelligence;Data mining,Natural Language Processing,Machine Learning,Unstructured data,Data science,Artificial Intelligence,Text mining,SQL,Research,GestÌ£o de projetos,Python,R programming,Java,Scrum,Ontologies,Big data;Analista JÌ¼nior de ETL; Desenvolvimento e manutenÌ¤Ì£o de processos de ETL utilizando SSIS (Microsoft SQL Server Integration Services., ExperiÌ»ncia em: Modelagem data warehouse., Ensino Superior completo em CiÌ»ncia da ComputaÌ¤Ì£o, Sistema de InformaÌ¤Ì£o e ÌÁreas afins., Processos de carga ETL (extraÌ¤Ì£o-transformaÌ¤Ì£o- carga) nos bancos Oracle ou SQL Server PL/SQL, Data Manager, PowerCenter, Diferencial: SSIS (Integration Service), Data Tools, DataStage;6;0.4;0,40;0;;;;;
1;Data Scientist,Data Scientist,Analyst Developer,Undergraduate Researcher,Volunteer Firefighter;Master's of Applied Computing,Artificial Intelligence,Bachelor of Computer Information Systems,Artificial Intelligence;Data mining,Natural Language Processing,Machine Learning,Unstructured data,Data science,Artificial Intelligence,Text mining,SQL,Research,GestÌ£o de projetos,Python,R programming,Java,Scrum,Ontologies,Big data;DBA SQL Server SÌ»nior; Atuar com banco de dados: SQL Server e Oracle, otimizaÌ¤Ì£o de Queries, Tuning, views, jobs, cluster, triggers, back-up e restore, performance, troubleshoot, desenvolvimento de procedures em ambiente complexos e infraestrutura, com modelagem de bases de dados e migraÌ¤Ì£o de versÌµes de bancos de dados, com desenvolvimento e implantaÌ¤Ì£o de projetos BI e Big Data, ferramentas: Data Flow / Big Query / Data Studio. Desenvolver processos de integraÌ¤Ì£o com ETL e relatÌ?rios. Definir modelagem e modelos de dados BI., ExperiÌ»ncia em administraÌ¤Ì£o de banco de dados. Ensino Superior.;4;0.6;0,60;1;;;;;
2;Data Scientist,Data Scientist,Analyst Developer,Undergraduate Researcher,Volunteer Firefighter;Master's of Applied Computing,Artificial Intelligence,Bachelor of Computer Information Systems,Artificial Intelligence;Data mining,Natural Language Processing,Machine Learning,Unstructured data,Data science,Artificial Intelligence,Text mining,SQL,Research,GestÌ£o de projetos,Python,R programming,Java,Scrum,Ontologies,Big data;Analista Programador Java; Atuar com big e fast data, modelagem e administraÌ¤Ì£o de banco de dados, soluÌ¤Ìµes de integraÌ¤Ì£o contÌ?nua e desenvolvimento ÌÁgil. ExperiÌ»ncia em desenvolvimento de sistemas J2EE (Application Server e Design Patterns), inglÌ»s tÌ©cnico para leitura e conversaÌ¤Ì£o. DesejÌÁvel possuir certificaÌ¤Ì£o Java.;7;0.3;0,30;0;;;;;
3;Data Scientist,Data Scientist,Analyst Developer,Undergraduate Researcher,Volunteer Firefighter;Master's of Applied Computing,Artificial Intelligence,Bachelor of Computer Information Systems,Artificial Intelligence;Data mining,Natural Language Processing,Machine Learning,Unstructured data,Data science,Artificial Intelligence,Text mining,SQL,Research,GestÌ£o de projetos,Python,R programming,Java,Scrum,Ontologies,Big data;Programador C++; Desenvolver aplicativos embarcados em dispositivos como roteadores, modems e mÌÁquinas de cobranÌ¤a de cartÌ£o de crÌ©dito. Ser responsÌÁvel por desenvolvimento de software de alta complexidade que gera dados de qualidade a serem armazenados em uma plataforma de Big Data., FormaÌ¤Ì£o Superior em CiÌ»ncia da ComputaÌ¤Ì£o ou Engenharia. NecessÌÁrio conhecimento profundo de programaÌ¤Ì£o em C e C++. DesejÌÁvel, mas nÌ£o necessÌÁrio, conhecimento de plataformas Big Data como Hadoop/Spark e ferramentas como JSON e Kibana. NecessÌÁrio experiÌ»ncia comprovada em programaÌ¤Ì£o.;3;0.7;0,70;1;;;;;
4;Data Scientist,Data Scientist,Analyst Developer,Undergraduate Researcher,Volunteer Firefighter;Master's of Applied Computing,Artificial Intelligence,Bachelor of Computer Information Systems,Artificial Intelligence;Data mining,Natural Language Processing,Machine Learning,Unstructured data,Data science,Artificial Intelligence,Text mining,SQL,Research,GestÌ£o de projetos,Python,R programming,Java,Scrum,Ontologies,Big data;Analista Programador Java; Atuar nas atividades de levantamento, desenvolvimento, manutenÌ¤Ì£o e suporte a testes., ExperiÌ»ncia comprovada na funÌ¤Ì£o. ExperiÌ»ncia em projetos de inteligencia artificial, Java, CSS3, HTML 5, AplicaÌ¤Ìµes Mobile, Oracle, metodologia Scrum., Superior em CiÌ»ncia da ComputaÌ¤Ì£o Engenharia da ComputaÌ¤Ì£o ou Sistema da InformaÌ¤Ì£o., Conhecimento em Oracle.;3;0.7;0,70;1;;;;;
5;Data Scientist,Data Scientist,Analyst Developer,Undergraduate Researcher,Volunteer Firefighter;Master's of Applied Computing,Artificial Intelligence,Bachelor of Computer Information Systems,Artificial Intelligence;Data mining,Natural Language Processing,Machine Learning,Unstructured data,Data science,Artificial Intelligence,Text mining,SQL,Research,GestÌ£o de projetos,Python,R programming,Java,Scrum,Ontologies,Big data;Coordenador de TI; Liderar Equipes e Gerenciamento de Projetos., ExperiÌ»ncia em projetos de sistemas gerenciais de BI, datawarehouse., Conhecimento em Big Data e Analytics, Conhecimento R, mÌ©todos de data driven decision.;7;0.3;0,30;0;;;;;
6;Data Scientist,Data Scientist,Analyst Developer,Undergraduate Researcher,Volunteer Firefighter;Master's of Applied Computing,Artificial Intelligence,Bachelor of Computer Information Systems,Artificial Intelligence;Data mining,Natural Language Processing,Machine Learning,Unstructured data,Data science,Artificial Intelligence,Text mining,SQL,Research,GestÌ£o de projetos,Python,R programming,Java,Scrum,Ontologies,Big data;Programador Back-end; Desenvolvimento e manutenÌ¤Ì£o em aplicativo multiplataforma utilizando recursos de InteligÌ»ncia Artificial., Ter conhecimentos em Node.js, Express, APIs RESTFull, MongoDB, GoogleCloud e Natural Language Processing API, chatbots, InteligÌ»ncia Artificial e Machine Learning.;5;0.5;0,50;1;;;;;
7;Data Scientist,Data Scientist,Analyst Developer,Undergraduate Researcher,Volunteer Firefighter;Master's of Applied Computing,Artificial Intelligence,Bachelor of Computer Information Systems,Artificial Intelligence;Data mining,Natural Language Processing,Machine Learning,Unstructured data,Data science,Artificial Intelligence,Text mining,SQL,Research,GestÌ£o de projetos,Python,R programming,Java,Scrum,Ontologies,Big data;Analista Desenvolvedor Java; Atuar como desenvolvedor com atividades de suporte ÌÊ usuÌÁrio usando tecnologias Java num SaaS que aplica Big Data na gestÌ£o do crÌ©dito e cobranÌ¤a e atuar com atividades de suporte ÌÊ usuÌÁrio usando tecnologias Java num SaaS que aplica Big Data na gestÌ£o do crÌ©dito e cobranÌ¤a., ExperiÌ»ncia avanÌ¤ada com programaÌ¤Ì£o Java + Java Web. Framework Spring (Mvc, Data, Rest, etc). SQL. HTML, CSS, Javascript, Bootstrap. Desenvolvimento e integraÌ¤Ìµes de APIs Restful. SerÌÁ um diferencial experiÌ»ncia com Big Data e AngularJS., NecessÌÁrio Ensino Superior completo em CiÌ»ncia da ComputaÌ¤Ì£o ou cursos afins. DesejÌÁvel especializaÌ¤Ì£o em curso ou concluÌ?da.;7;0.3;0,30;0;;;;;
8;Data Scientist,Data Scientist,Analyst Developer,Undergraduate Researcher,Volunteer Firefighter;Master's of Applied Computing,Artificial Intelligence,Bachelor of Computer Information Systems,Artificial Intelligence;Data mining,Natural Language Processing,Machine Learning,Unstructured data,Data science,Artificial Intelligence,Text mining,SQL,Research,GestÌ£o de projetos,Python,R programming,Java,Scrum,Ontologies,Big data;Analista de Infraestrutura - SÌ»nior; Atuar com configuraÌ¤Ì£o e implantaÌ¤Ì£o de redes, manutenÌ¤Ì£o de servidores e data center, planejar capacidade e desenvolver projetos de melhorias dos serviÌ¤os corporativos., Ensino Superior.;3;0.7;0,70;1;;;;;
9;Data Scientist,Data Scientist,Analyst Developer,Undergraduate Researcher,Volunteer Firefighter;Master's of Applied Computing,Artificial Intelligence,Bachelor of Computer Information Systems,Artificial Intelligence;Data mining,Natural Language Processing,Machine Learning,Unstructured data,Data science,Artificial Intelligence,Text mining,SQL,Research,GestÌ£o de projetos,Python,R programming,Java,Scrum,Ontologies,Big data;Desenvolvedor Fullstack - Foco em Front; Desenvolvimento de projetos e produtos da empresa (SaaS). ManutenÌ¤Ì£o e testes., FormaÌ¤Ì£o na ÌÁrea de Tecnologia ou CiÌ»ncias Exatas., Conhecimento em Front-end para Web Development, Node.js e JavaScript (intermediÌÁrio) - APIs. Diferenciais: C# e/ou ASP.Net, idealmente .Net core, Web framework/MVH (AngularJS, React, Vue.js), idealmente Angular 2/4, SQL, MongoDB ou Neo4J (ou outro banco ou tecnologia de grafos), Big data, BI, dashboards, Crawling, desenvolvimento de APP hÌ?brido ou nativo para iOS e Android, UX, Design, inteligÌ»ncia artificial (bots, machine learning, NLP etc.), Webhooks, seguranÌ¤a da informaÌ¤Ì£o, Azure e/ou escalabilidade de servidores cloud Habilidades e perfil de gestÌ£o.;7;0.3;0,30;0;;;;;
0;Data Scientist,Data Scientist ,Data Scientist,Data Scientist,Data Scientist;Master's degree,Computer and Information Sciences,Engineer's degree,Electronic and Computational Engineering;Python,C++,Algorithms,Machine Learning,Neural Networks,Linux,Matlab,Scrum,Java,Artificial Intelligence,Optimization,C,Data Science,Computer Vision,Pattern Recognition,Startup,Image Processing,Digital Image Processing,Fuzzy Logic,SQL,Computational Intelligence,Data MIning,Genetic Algorithms,Deep Learning;Analista JÌ¼nior de ETL; Desenvolvimento e manutenÌ¤Ì£o de processos de ETL utilizando SSIS (Microsoft SQL Server Integration Services., ExperiÌ»ncia em: Modelagem data warehouse., Ensino Superior completo em CiÌ»ncia da ComputaÌ¤Ì£o, Sistema de InformaÌ¤Ì£o e ÌÁreas afins., Processos de carga ETL (extraÌ¤Ì£o-transformaÌ¤Ì£o- carga) nos bancos Oracle ou SQL Server PL/SQL, Data Manager, PowerCenter, Diferencial: SSIS (Integration Service), Data Tools, DataStage;7;0.3;0,30;0;;;;;
1;Data Scientist,Data Scientist ,Data Scientist,Data Scientist,Data Scientist;Master's degree,Computer and Information Sciences,Engineer's degree,Electronic and Computational Engineering;Python,C++,Algorithms,Machine Learning,Neural Networks,Linux,Matlab,Scrum,Java,Artificial Intelligence,Optimization,C,Data Science,Computer Vision,Pattern Recognition,Startup,Image Processing,Digital Image Processing,Fuzzy Logic,SQL,Computational Intelligence,Data MIning,Genetic Algorithms,Deep Learning;Desenvolvedor Java SÌ»nior; Desenvolvimento, anÌÁlise de Software entre demais atividades pertinentes ao cargo., Ensino Superior completo., Java Spring Boot Spring Data RESTful API Redis Solar MongoDB.;8;0.2;0,20;0;;;;;
